FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,sexe
Michel Pereira,6' 1",170 lbs.,73",Orthodox,1993-10-06,M
Alex Pereira,6' 4",185 lbs.,79",Orthodox,1987-07-07,M
Daniel Pereira,5' 10",185 lbs.,--,,1990-12-13,M
Rolando Perez,5' 8",135 lbs.,--,Orthodox,,M
Philip Perez,5' 5",155 lbs.,--,Southpaw,,M
Erik Perez,5' 8",135 lbs.,68",Orthodox,1989-11-19,M
Alejandro Perez,5' 6",135 lbs.,65",Orthodox,1989-09-02,M
Frankie Perez,5' 11",155 lbs.,73",Orthodox,1989-05-11,M
Jose Perez,--,--,--,,,M
Alex Perez,5' 6",125 lbs.,65",Orthodox,1992-03-21,M
Markus Perez,6' 1",185 lbs.,73",Orthodox,1988-06-22,M
Anthony Perosh,6' 3",205 lbs.,75",Orthodox,1972-10-05,M
Thiago Perpetuo,5' 10",170 lbs.,--,Orthodox,1987-12-14,M
Hernani Perpetuo,6' 0",170 lbs.,--,Orthodox,1985-05-24,M
Jay Perrin,5' 7",135 lbs.,69",Switch,1993-06-15,M
Mike Perry,5' 10",170 lbs.,71",Orthodox,1991-09-15,M
Raphael Pessoa,6' 3",262 lbs.,78",Orthodox,1989-03-09,M
Viktor Pesta,6' 3",240 lbs.,77",Orthodox,1990-07-15,M
Leiticia Pestova,5' 6",135 lbs.,--,Orthodox,1984-01-15,F
Tony Petarra,5' 11",196 lbs.,--,Orthodox,,M
Tommy Petersen,--,155 lbs.,--,,,M
Cory Peterson,6' 11",400 lbs.,--,Orthodox,,M
Steven Peterson,5' 10",145 lbs.,70",Orthodox,1990-05-29,M
Andre Petroski,6' 0",185 lbs.,73",Switch,1991-06-12,M
Armen Petrosyan,6' 3",185 lbs.,71",Orthodox,1990-11-02,M
Seth Petruzelli,6' 0",205 lbs.,76",Orthodox,1979-12-03,M
Peter Petties,5' 11",145 lbs.,72",Southpaw,1990-12-20,M
Anthony Pettis,5' 10",155 lbs.,72",Orthodox,1987-01-27,M
Sergio Pettis,5' 6",125 lbs.,69",Orthodox,1993-08-18,M
Forrest Petz,5' 9",170 lbs.,71",Orthodox,1975-09-22,M
Dino Pezao,--,205 lbs.,--,Orthodox,,M
Cody Pfister,5' 10",155 lbs.,73",Orthodox,1990-07-12,M
Nam Phan,5' 6",135 lbs.,70",Orthodox,1983-03-13,M
Constantinos Philippou,5' 11",185 lbs.,73",Orthodox,1979-11-29,M
Wayne Phillips,--,185 lbs.,--,,1983-06-17,M
Dave Phillips,6' 0",185 lbs.,--,Orthodox,1980-01-12,M
Aaron Phillips,5' 9",135 lbs.,71",Southpaw,1989-08-05,M
Elizabeth Phillips,5' 6",135 lbs.,65",Orthodox,1986-08-20,F
John Phillips,5' 11",185 lbs.,75",Southpaw,1985-06-09,M
Kyler Phillips,5' 8",135 lbs.,72",Orthodox,1995-06-12,M
Nick Pica,5' 10",185 lbs.,--,,,M
Adam Piccolotti,5' 11",155 lbs.,--,,1988-10-23,M
Vinc Pichel,5' 10",155 lbs.,72",Orthodox,1982-11-23,M
Brad Pickett,5' 6",135 lbs.,68",Orthodox,1978-09-24,M
Jamie Pickett,6' 2",185 lbs.,80",Orthodox,1988-08-29,M
Oskar Piechota,6' 0",185 lbs.,76",Southpaw,1990-01-24,M
Nick Piedmont,5' 10",145 lbs.,--,,,M
Mike Pierce,5' 8",170 lbs.,71",Orthodox,1980-09-01,M
Joao Pierini,6' 1",155 lbs.,--,Switch,1971-12-11,M
Sean Pierson,6' 0",170 lbs.,76",Southpaw,1976-03-10,M
Domingo Pilarte,6' 0",135 lbs.,73",Southpaw,1990-01-05,M
Paddy Pimblett,5' 10",155 lbs.,73",Orthodox,1995-01-03,M
Daniel Pineda,5' 7",145 lbs.,69",Orthodox,1985-08-06,M
Jesus Pinedo,5' 10",155 lbs.,--,Southpaw,1996-06-22,M
Pingyuan Liu,5' 6",135 lbs.,72",Orthodox,1993-02-13,M
Luana Pinheiro,5' 2",115 lbs.,62",Orthodox,1992-11-18,F
Gaetano Pirrello,5' 7",135 lbs.,65",Orthodox,1992-04-29,M
Maki Pitolo,5' 10",185 lbs.,75",Orthodox,1990-11-24,M
Dmitry Poberezhets,6' 3",237 lbs.,--,,1985-06-11,M
Jamal Pogues,6' 3",205 lbs.,77",Orthodox,1995-12-01,M
Ross Pointon,5' 8",170 lbs.,--,Orthodox,1980-02-18,M
Dustin Poirier,5' 9",155 lbs.,72",Southpaw,1989-01-19,M
Igor Pokrajac,6' 0",205 lbs.,74",Orthodox,1979-01-02,M
John Polakowski,5' 10",155 lbs.,--,Orthodox,1981-06-21,M
Julia Polastri,5' 2",125 lbs.,63",Orthodox,1998-03-05,F
Brandon Polcare,--,125 lbs.,--,,,M
Mike Polchlopek,6' 4",285 lbs.,--,Orthodox,1965-12-27,M
Santiago Ponzinibbio,6' 0",170 lbs.,73",Orthodox,1986-09-26,M
Grigory Popov,5' 7",135 lbs.,68",Switch,1984-04-18,M
Alexander Poppeck,6' 2",205 lbs.,--,Orthodox,1992-04-06,M
Felipe Portela,--,170 lbs.,--,,1987-11-23,M
Parker Porter,6' 0",265 lbs.,75",Orthodox,1985-04-22,M
Ihor Potieria,6' 3",205 lbs.,75",Southpaw,1996-05-29,M
Callan Potter,6' 0",170 lbs.,72",Orthodox,1984-06-09,M
Dylan Potter,6' 2",225 lbs.,77",Switch,1995-01-14,M
Ruan Potts,6' 2",247 lbs.,75",Orthodox,1978-02-23,M
Devin Powell,6' 0",155 lbs.,73",Orthodox,1988-03-01,M
Marcin Prachnio,6' 3",205 lbs.,74",Orthodox,1988-07-14,M
Wagner Prado,6' 0",205 lbs.,74",Southpaw,1986-12-30,M
Trevor Prangley,6' 1",185 lbs.,75",Orthodox,1972-08-24,M
Ricardo Prasel,6' 7",238 lbs.,78",Orthodox,1990-06-02,M
Carlo Prater,5' 11",155 lbs.,72",Switch,1981-06-25,M
Michel Prazeres,5' 6",170 lbs.,67",Orthodox,1981-07-25,M
Philip Preece,5' 8",205 lbs.,--,Orthodox,,M
Kyle Prepolec,5' 10",170 lbs.,70",Southpaw,1989-08-30,M
Dorian Price,6' 3",170 lbs.,--,Southpaw,1977-08-20,M
Chris Price,6' 2",185 lbs.,--,Southpaw,1982-11-09,M
Niko Price,6' 0",170 lbs.,76",Orthodox,1989-09-29,M
Shane Primm,6' 3",205 lbs.,--,Orthodox,1984-07-30,M
Brent Primus,5' 10",155 lbs.,--,,1985-04-12,M
Jiri Prochazka,6' 3",205 lbs.,80",Orthodox,1992-10-14,M
Lara Procopio,5' 4",125 lbs.,67",Orthodox,1995-11-14,F
Joe Proctor,5' 10",155 lbs.,72",Orthodox,1985-08-10,M
Cole Province,5' 9",145 lbs.,68",Orthodox,1981-01-17,M
Daniel Puder,6' 3",235 lbs.,--,Orthodox,1981-10-09,M
Lucie Pudilova,5' 8",125 lbs.,67",Orthodox,1994-06-13,F
Claudio Puelles,5' 10",155 lbs.,72",Southpaw,1996-04-21,M
Juan Puerta,5' 9",125 lbs.,71",Southpaw,1988-01-20,M
Bubba Pugh,5' 10",185 lbs.,--,,,M
Juan Manuel Puig,5' 9",145 lbs.,--,Orthodox,1989-04-23,M
Hugh Pulley,6' 0",155 lbs.,--,,,M
Josh Pulsifer,5' 10",145 lbs.,--,,1983-03-16,M
Jens Pulver,5' 7",145 lbs.,70",Southpaw,1974-12-06,M
CM Punk,6' 1",170 lbs.,73",Orthodox,1978-10-26,M
Joe Pyfer,6' 2",185 lbs.,75",Orthodox,1996-09-17,M
Mike Pyle,6' 0",170 lbs.,74",Orthodox,1975-09-18,M
Qiu Lun,5' 8",125 lbs.,66",Southpaw,1997-07-08,M
Bao Quach,5' 3",145 lbs.,--,Orthodox,1979-09-04,M
Gary Quan,5' 8",143 lbs.,--,,1971-04-11,M
Billy Quarantillo,5' 10",145 lbs.,70",Orthodox,1988-12-08,M
Nate Quarry,6' 0",185 lbs.,72",Open Stance,1972-03-18,M
Vinicius Queiroz,6' 7",220 lbs.,--,,1983-08-29,M
Jimmy Quinlan,6' 0",185 lbs.,--,Orthodox,1986-05-25,M
Josh Quinlan,6' 0",170 lbs.,72",Orthodox,1993-02-06,M
Ryan Quinn,5' 8",145 lbs.,--,,,M
Michel Quinones,5' 10",155 lbs.,73",Orthodox,1984-12-22,M
Landon Quinones,5' 9",155 lbs.,--,Southpaw,1995-11-21,M
Jose Quinonez,5' 8",135 lbs.,69",Southpaw,1990-07-28,M
Christian Quinonez,5' 7",135 lbs.,70",Orthodox,1996-04-26,M
Benji Radach,5' 10",185 lbs.,--,Orthodox,1979-04-05,M
Jordan Radev,5' 7",185 lbs.,--,Southpaw,1976-09-28,M
Gilbert Rael,5' 8",155 lbs.,--,,,M
Josh Rafferty,6' 0",170 lbs.,--,Orthodox,1981-01-06,M
Amir Rahnavardi,6' 0",205 lbs.,--,Orthodox,1974-12-07,M
Ricky Rainey,6' 1",170 lbs.,77",Switch,1983-06-29,M
Shavkat Rakhmonov,6' 1",170 lbs.,77",Orthodox,1994-10-23,M
Aleksandar Rakic,6' 4",205 lbs.,78",Orthodox,1992-02-06,M
Jessica Rakoczy,5' 7",115 lbs.,--,Orthodox,1977-04-14,F
Thomas Ramirez,6' 1",410 lbs.,--,Sideways,,M
Hector Ramirez,6' 0",205 lbs.,--,Orthodox,1976-03-28,M
Matt Ramirez,5' 5",125 lbs.,--,,,M
Steve Ramirez,5' 7",125 lbs.,--,,,M
Amador Ramirez,--,135 lbs.,--,,1990-06-14,M
Andrew Ramm,6' 1",160 lbs.,--,,,M
Ian Rammel,6' 0",185 lbs.,--,,1985-07-22,M
Luis Ramos,5' 8",170 lbs.,--,Orthodox,1981-01-18,M
Ricardo Ramos,5' 9",145 lbs.,72",Orthodox,1995-08-01,M
Davi Ramos,5' 6",155 lbs.,70",Orthodox,1986-11-05,M
Vernon Ramos Ho,5' 6",170 lbs.,--,Orthodox,1992-06-03,M
Kevin Randleman,5' 10",205 lbs.,--,Orthodox,1971-08-10,M
Raou Raou,5' 8",195 lbs.,--,Orthodox,,M
Mitch Raposo,5' 5",125 lbs.,64",Switch,1998-10-16,M
Hussain Rasouli,5' 6",135 lbs.,--,,,M
David Rasouri,5' 7",155 lbs.,--,,,M
Ed Ratcliff,5' 10",155 lbs.,71",Orthodox,1983-03-05,M
Bec Rawlings,5' 6",125 lbs.,64",Orthodox,1989-02-11,F
Gideon Ray,5' 10",185 lbs.,--,Southpaw,1973-05-27,M
Joe Ray,--,170 lbs.,--,,1984-12-17,M
Stevie Ray,5' 10",155 lbs.,70",Southpaw,1990-03-25,M
Keenan Raymond,--,165 lbs.,--,,,M
Iony Razafiarison,5' 3",145 lbs.,--,,1984-12-23,F
Abdul Razak Alhassan,5' 10",185 lbs.,73",Orthodox,1985-08-11,M
Antony Rea,6' 0",205 lbs.,--,Orthodox,1976-07-15,M
Rafael Rebello,5' 5",135 lbs.,67",Orthodox,1980-10-16,M
Greg Rebello,6' 0",240 lbs.,73",Southpaw,1982-06-13,M
Paul Redmond,5' 10",145 lbs.,--,Orthodox,1986-10-20,M
Dennis Reed,--,205 lbs.,--,Orthodox,,M
Karl Reed,6' 3",205 lbs.,78",Orthodox,1988-10-27,M
Elise Reed,5' 3",115 lbs.,63",Orthodox,1992-12-05,F
John Reedy,5' 8",155 lbs.,--,,,M
Johnny Rees,6' 0",170 lbs.,--,Orthodox,1982-10-21,M
James Reese,5' 9",155 lbs.,--,,1980-12-21,M
Stephen Regman,5' 11",185 lbs.,76",Orthodox,1991-08-05,M
Chad Reiner,5' 11",170 lbs.,--,Orthodox,1981-06-29,M
Jason Reinhardt,5' 6",135 lbs.,--,Orthodox,1969-10-31,M
Wilson Reis,5' 4",125 lbs.,65",Southpaw,1985-01-06,M
Ben Reiter,6' 3",185 lbs.,--,,1987-06-27,M
Goran Reljic,6' 3",205 lbs.,81",Southpaw,1984-03-20,M
Leigh Remedios,5' 7",155 lbs.,--,Orthodox,1976-01-13,M
Chance Rencountre,6' 2",170 lbs.,75",Southpaw,1986-12-31,M
Marion Reneau,5' 6",135 lbs.,68",Orthodox,1977-06-20,F
Solomon Renfro,5' 9",170 lbs.,72",Switch,1997-02-05,M
John Renken,6' 0",190 lbs.,--,Orthodox,,M
Herman Renting,6' 0",215 lbs.,--,Switch,,M
Marco Polo Reyes,5' 11",155 lbs.,71",Orthodox,1984-11-07,M
Dominick Reyes,6' 4",205 lbs.,77",Southpaw,1989-12-26,M
Alex Reyes,5' 11",170 lbs.,73",Orthodox,1986-10-02,M
Kyle Reyes,5' 8",145 lbs.,--,,,M
Victor Reyna,5' 11",170 lbs.,74",Southpaw,1986-08-05,M
Gaston Reyno,6' 0",145 lbs.,--,,1986-11-11,M
Johnny Rhodes,6' 0",210 lbs.,--,Orthodox,,M
Mike Rhodes,6' 1",170 lbs.,74",Orthodox,1989-12-04,M
Lucrezia Ria,5' 6",125 lbs.,--,Orthodox,1992-06-24,F
Amanda Ribas,5' 3",125 lbs.,66",Orthodox,1993-08-26,F
Vitor Ribeiro,5' 8",154 lbs.,--,Orthodox,1979-02-24,M
Will Ribeiro,5' 8",135 lbs.,--,Orthodox,1983-02-17,M
Mike Ricci,6' 0",155 lbs.,76",Southpaw,1986-03-18,M
Alex Ricci,5' 11",155 lbs.,--,Orthodox,1982-07-21,M
Tabatha Ricci,5' 1",115 lbs.,61",Orthodox,1995-02-21,F
Matt Ricehouse,--,155 lbs.,--,,1987-03-11,M
John Richard,--,205 lbs.,--,,1982-05-22,M
Rex Richards,6' 5",265 lbs.,--,,,M
Mike Richman,5' 8",135 lbs.,--,,1985-06-23,M
Dave Rickels,5' 11",155 lbs.,--,,1989-01-05,M
Brad Riddell,5' 7",155 lbs.,71",Orthodox,1991-09-30,M
Matthew Riddle,6' 1",170 lbs.,76",Southpaw,1986-01-14,M
Joe Riggs,6' 0",185 lbs.,70",Southpaw,1982-09-23,M
Jeremiah Riggs,6' 0",185 lbs.,--,,1982-12-17,M
Aaron Riley,5' 8",155 lbs.,69",Southpaw,1980-12-09,M
Jason Riley,6' 6",245 lbs.,--,,1975-09-22,M
Moise Rimbon,5' 10",205 lbs.,--,Orthodox,1977-04-20,M
Jordan Rinaldi,5' 10",145 lbs.,72",Orthodox,1987-09-25,M
Nick Ring,6' 0",185 lbs.,74",Southpaw,1979-02-10,M
Mike Rio,5' 10",155 lbs.,70",Orthodox,1981-07-06,M
Albert Rios,5' 8",145 lbs.,--,,,M
Rafael Rios,--,150 lbs.,--,,,M
Maria Rios,5' 5",125 lbs.,--,,1983-05-31,F
Shannon Ritch,5' 9",190 lbs.,--,Orthodox,1970-09-27,M
Diego Rivas,5' 8",145 lbs.,69",Orthodox,1991-11-11,M
Jorge Rivera,6' 1",185 lbs.,73",Orthodox,1972-02-28,M
Dante Rivera,6' 1",185 lbs.,--,Southpaw,1974-12-08,M
Mario Rivera,5' 10",170 lbs.,--,,,M
Francisco Rivera,5' 8",135 lbs.,70",Orthodox,1981-10-08,M
Jonathan Rivera,--,155 lbs.,--,,,M
Jimmie Rivera,5' 4",135 lbs.,68",Orthodox,1989-06-29,M
Irwin Rivera,5' 6",135 lbs.,67",Southpaw,1989-02-14,M
Jerome Rivera,5' 10",125 lbs.,72",Southpaw,1995-04-22,M
Nicdali Rivera-Calanoc,5' 3",105 lbs.,--,,1985-06-12,
Pedro Rizzo,6' 1",241 lbs.,--,Orthodox,1974-05-03,M
Theo Rlayang,5' 7",145 lbs.,65",Orthodox,1994-08-10,F
Justin Robbins,5' 5",135 lbs.,--,,1980-07-29,M
Kali Robbins,5' 3",115 lbs.,63",Orthodox,1984-07-05,F
Karl Roberson,6' 1",185 lbs.,74",Southpaw,1990-10-04,M
Andre Roberts,6' 2",345 lbs.,--,Orthodox,1965-02-24,M
David Roberts,6' 1",170 lbs.,--,Orthodox,1975-11-15,M
Joey Roberts,6' 2",200 lbs.,--,,,M
Tyrone Roberts,5' 9",185 lbs.,--,Orthodox,,M
Ryan Roberts,5' 6",155 lbs.,--,Orthodox,1978-07-16,M
Taylor Roberts,5' 11",170 lbs.,--,,,M
Daniel Roberts,5' 10",170 lbs.,74",Southpaw,1980-08-05,M
Buddy Roberts,6' 2",185 lbs.,--,Orthodox,1982-10-17,M
Danny Roberts,6' 1",170 lbs.,74",Southpaw,1987-07-14,M
Roosevelt Roberts,6' 2",155 lbs.,73",Orthodox,1994-02-11,M
Kenny Robertson,5' 10",170 lbs.,74",Orthodox,1984-02-14,M
Gillian Robertson,5' 5",125 lbs.,63",Orthodox,1995-05-17,F
Chad Robichaux,5' 4",135 lbs.,--,,1975-08-18,M
Mark Robinson,6' 0",265 lbs.,--,Orthodox,,M
Colin Robinson,6' 4",243 lbs.,--,Orthodox,1968-11-27,M
Alvin Robinson,5' 9",155 lbs.,68",Southpaw,1982-07-16,M
Damonte Robinson,6' 0",155 lbs.,77",,1995-06-10,M
Vagner Rocha,5' 10",155 lbs.,73",Orthodox,1982-06-06,M
Carlos Eduardo Rocha,5' 10",170 lbs.,73",Orthodox,1981-07-12,M
Keith Rockel,6' 0",185 lbs.,--,Orthodox,,M
Luke Rockhold,6' 3",205 lbs.,77",Southpaw,1984-10-17,M
Kevin Roddy,5' 11",145 lbs.,--,,,M
Gregory Rodrigues,6' 3",185 lbs.,75",Orthodox,1992-02-17,M
Kleydson Rodrigues,5' 6",125 lbs.,67",Orthodox,1995-10-22,M
Paul Rodriguez,5' 7",155 lbs.,--,Orthodox,,M
Ricco Rodriguez,6' 4",265 lbs.,--,Orthodox,1977-08-19,M
Manuel Rodriguez,5' 9",170 lbs.,--,Orthodox,1985-04-25,M
Yair Rodriguez,5' 11",145 lbs.,71",Orthodox,1992-10-06,M
Mike Rodriguez,6' 4",205 lbs.,82",Southpaw,1988-11-28,M
Marina Rodriguez,5' 6",115 lbs.,65",Orthodox,1987-04-29,F
Daniel Rodriguez,6' 1",170 lbs.,74",Southpaw,1986-12-31,M
Ray Rodriguez,5' 7",135 lbs.,70",Orthodox,1987-12-10,M
Luis Rodriguez,5' 6",125 lbs.,65",Orthodox,1999-05-07,M
Drako Rodriguez,5' 8",135 lbs.,69",Orthodox,1996-06-16,M
Victor Rodriguez,5' 5",125 lbs.,67",Switch,1992-09-05,M
Piera Rodriguez,5' 3",115 lbs.,63",Orthodox,1992-11-11,F
Christian Rodriguez,5' 7",135 lbs.,71",Orthodox,1997-12-17,M
Pete Rodriguez,5' 9",170 lbs.,71",Switch,1996-11-13,M
Nick Roehrick,6' 2",205 lbs.,--,Orthodox,1987-07-06,M
Marcos Rogerio de Lima,6' 1",253 lbs.,75",Orthodox,1985-06-25,M
Brett Rogers,6' 5",265 lbs.,81",Orthodox,1981-02-17,M
Brian Rogers,5' 11",185 lbs.,--,,1984-02-15,M
Pete Rogers Jr.,6' 0",145 lbs.,--,,,M
Max Rohskopf,6' 1",155 lbs.,71",Orthodox,1994-09-27,M
Marcelo Rojo,5' 8",135 lbs.,71",Orthodox,1988-07-02,M
Shane Roller,5' 10",155 lbs.,72",Orthodox,1979-07-14,M
Jared Rollins,5' 9",170 lbs.,--,Orthodox,1977-01-26,M
Tim Roman,6' 1",170 lbs.,--,,1985-06-08,M
Alexandr Romanov,6' 2",262 lbs.,75",Southpaw,1990-12-11,M
Ricardo Romero,6' 0",205 lbs.,76",Orthodox,1978-04-15,M
Yoel Romero,6' 0",185 lbs.,73",Southpaw,1977-04-30,M
Anthony Romero,5' 11",155 lbs.,70",Orthodox,1997-02-25,M
Mara Romero Borella,5' 6",125 lbs.,69",Orthodox,1986-06-03,F
Juancamilo Ronderos,5' 4",125 lbs.,--,,1995-02-17,M
Rong Zhu,5' 9",155 lbs.,71",Orthodox,2000-03-07,M
Jesse Ronson,5' 10",155 lbs.,70",Southpaw,1985-12-24,M
George Roop,6' 1",135 lbs.,72",Orthodox,1981-11-10,M
Joao Roque,5' 6",155 lbs.,--,Orthodox,1971-07-22,M
Aaron Rosa,6' 4",205 lbs.,77",Orthodox,1983-05-28,M
Charles Rosa,5' 9",145 lbs.,69",Switch,1986-08-24,M
Karol Rosa,5' 5",135 lbs.,67",Orthodox,1994-12-30,F
Jacob Rosales,5' 11",155 lbs.,74",Orthodox,1995-07-28,M
Hilarie Rose,5' 3",115 lbs.,63",Orthodox,1992-11-11,F
Jake Rosholt,6' 1",185 lbs.,--,Orthodox,1982-02-09,M
Jared Rosholt,6' 2",265 lbs.,75",Orthodox,1986-08-04,M
Kevin Rosier,6' 4",275 lbs.,--,Orthodox,,M
Zach Rosol,--,243 lbs.,--,,,M
Nick Rossborough,6' 5",205 lbs.,--,,1981-11-18,M
Kristian Rothaermel,6' 0",205 lbs.,--,Open Stance,1972-01-31,M
Ben Rothwell,6' 4",265 lbs.,78",Orthodox,1981-10-17,M
Rick Roufus,6' 0",207 lbs.,--,Southpaw,,M
Khalil Rountree Jr.,6' 1",205 lbs.,76",Southpaw,1990-02-26,M
Ronda Rousey,5' 7",135 lbs.,66",Orthodox,1987-02-01,F
Ray Routh,5' 8",185 lbs.,--,Orthodox,,M
Roberta Rovel,5' 8",145 lbs.,--,,,F
Phil Rowe,6' 3",170 lbs.,80",Orthodox,1990-07-18,M
Kain Royer,--,185 lbs.,--,,,M
Brad Royster,--,135 lbs.,--,,,M
Brandon Royval,5' 9",125 lbs.,68",Southpaw,1992-08-16,M
Jairzinho Rozenstruik,6' 2",242 lbs.,78",Orthodox,1988-03-17,M
Mauricio Rua,6' 1",205 lbs.,76",Orthodox,1981-11-25,M
Murilo Rua,5' 11",185 lbs.,--,Orthodox,1980-05-22,M
Marco Ruas,6' 1",210 lbs.,--,Orthodox,1961-01-23,M
Rodrigo Ruas,5' 10",185 lbs.,--,Orthodox,1977-10-06,M
Rodolfo Rubio Perez,5' 5",145 lbs.,--,Orthodox,1987-01-29,M
Gabe Ruediger,5' 10",155 lbs.,--,Orthodox,1977-08-29,M
Eddie Ruiz,5' 7",155 lbs.,--,Orthodox,1967-06-10,M
Anthony Ruiz,6' 2",205 lbs.,--,Orthodox,1977-11-03,M
Paul Ruiz,5' 6",135 lbs.,--,,1987-06-23,M
Mike Russow,6' 1",255 lbs.,73",Orthodox,1976-09-11,M
Bas Rutten,6' 1",205 lbs.,--,Orthodox,1965-02-24,M
Casey Ryan,--,185 lbs.,--,,,M
Yusup Saadulaev,5' 6",135 lbs.,--,,1985-03-31,M
Pete Sabala,--,135 lbs.,--,,,M
Danny Sabatello,5' 10",135 lbs.,71",Orthodox,1993-03-31,M
Pat Sabatini,5' 8",145 lbs.,70",Orthodox,1990-11-09,M
Amir Sadollah,5' 10",170 lbs.,75",Orthodox,1980-08-27,M
Frankie Saenz,5' 6",135 lbs.,66",Orthodox,1980-08-12,M
Saparbeg Safarov,6' 1",185 lbs.,78",Orthodox,1986-10-14,M
Tarec Saffiedine,5' 10",170 lbs.,70",Switch,1986-09-06,M
Jason Saggo,5' 11",155 lbs.,71",Orthodox,1985-11-23,M
Benoit Saint Denis,5' 11",170 lbs.,73",Southpaw,1995-12-18,M
Ovince Saint Preux,6' 3",205 lbs.,80",Southpaw,1983-04-08,M
Lukasz Sajewski,5' 8",155 lbs.,71",Orthodox,1990-11-27,M
Yukio Sakaguchi,5' 9",185 lbs.,--,Orthodox,1973-07-26,M
Augusto Sakai,6' 3",265 lbs.,77",Orthodox,1991-05-09,M
Alessio Sakara,6' 0",185 lbs.,72",Orthodox,1981-09-02,M
Wataru Sakata,5' 9",195 lbs.,--,Southpaw,1973-03-11,M
Gokhan Saki,6' 0",205 lbs.,73",Orthodox,1983-10-19,M
Kazushi Sakuraba,6' 0",185 lbs.,--,Southpaw,1969-07-14,M
Hayato Sakurai,5' 7",168 lbs.,--,Orthodox,1975-08-24,M
Ryuta Sakurai,5' 7",183 lbs.,--,Orthodox,,M
Justin Salas,5' 8",155 lbs.,70",Southpaw,1982-03-13,M
Ivan Salaverry,6' 0",185 lbs.,--,Orthodox,1971-01-11,M
Roman Salazar,5' 7",135 lbs.,--,Orthodox,1988-02-21,M
Luis Saldana,5' 11",145 lbs.,73",Orthodox,1991-01-27,M
John Salgado,5' 10",170 lbs.,--,,,M
Muslim Salikhov,5' 11",170 lbs.,70",Orthodox,1984-06-09,M
Gabriel Salinas-Jones,6' 1",245 lbs.,--,,1984-11-20,M
Brandon Saling,5' 10",170 lbs.,--,,1986-01-28,M
Sean Salmon,5' 10",185 lbs.,--,Southpaw,1977-09-11,M
Boston Salmon,5' 9",135 lbs.,69",Southpaw,1990-11-20,M
John Salter,6' 1",185 lbs.,74",Southpaw,1985-03-21,M
Vinicius Salvador,--,125 lbs.,--,,,M
Josh Samman,6' 3",185 lbs.,79",Orthodox,1988-03-14,M
Johnny Sampaio,5' 8",170 lbs.,--,Orthodox,1975-09-11,M
Josh Sampo,5' 4",125 lbs.,64",Orthodox,1984-07-24,M
Josh San Diego,5' 10",135 lbs.,--,,,M
Diego Sanchez,5' 10",170 lbs.,72",Southpaw,1981-12-31,M
Eddie Sanchez,6' 2",230 lbs.,74",Orthodox,1982-11-04,M
Julian Sanchez,6' 3",300 lbs.,--,Orthodox,,M
Bobby Sanchez,5' 7",155 lbs.,--,Orthodox,,M
Donald Sanchez,5' 10",145 lbs.,--,,1984-08-18,M
Joby Sanchez,5' 6",135 lbs.,68",Orthodox,1991-06-24,M
Emmanuel Sanchez,5' 9",145 lbs.,71",,1990-08-11,M
Erick Sanchez,5' 10",145 lbs.,--,,1990-10-04,M
Andrew Sanchez,6' 1",185 lbs.,74",Orthodox,1988-04-08,M
Robert Sanchez,5' 6",125 lbs.,66",Orthodox,1986-03-05,M
Jesse Sanders,6' 0",170 lbs.,--,Orthodox,,M
Luke Sanders,5' 6",135 lbs.,67",Southpaw,1985-12-12,M
Jerrod Sanders,5' 8",135 lbs.,72",Orthodox,1979-10-01,M
Cory Sandhagen,5' 11",135 lbs.,70",Switch,1992-04-20,M
Hugo Sandoval,--,135 lbs.,--,,,M
Raul Sandoval,--,130 lbs.,--,,,M
Joseph Sandoval,5' 7",135 lbs.,--,Southpaw,1986-05-11,M
Hector Sandoval,5' 2",125 lbs.,64",Orthodox,1986-07-19,M
Chris Sanford,5' 11",185 lbs.,--,Orthodox,1968-03-12,M
Roldan Sangcha'an,5' 4",125 lbs.,--,Orthodox,1990-12-04,M
Yuhi Sano,5' 11",243 lbs.,--,Orthodox,1965-02-02,M
Martin Sano,5' 11",170 lbs.,75",Orthodox,1991-05-30,M
Jonathan Santa Maria,5' 9",125 lbs.,--,,,M
Duda Santana,5' 7",145 lbs.,73",Orthodox,1996-01-10,F
Shaheen Santana,6' 1",155 lbs.,75",Orthodox,1991-06-04,M
Sean Santella,5' 5",125 lbs.,--,,1984-10-25,M
Jorge Santiago,6' 1",170 lbs.,75",Orthodox,1980-10-09,M
Mike Santiago,5' 10",145 lbs.,69",Orthodox,1989-07-28,M
Will Santiago,5' 7",185 lbs.,--,Orthodox,1983-02-08,M
Richie Santiago,5' 7",135 lbs.,67",Southpaw,1992-10-10,M
Jose Santibanez,--,155 lbs.,--,,1980-01-18,M
Art Santore,6' 2",185 lbs.,--,,1972-10-26,M
Adriano Santos,--,--,--,,,M
Paulo Santos,--,--,--,,,M
Evangelista Santos,5' 10",170 lbs.,76",Orthodox,1977-12-12,M
Luis Santos,6' 1",170 lbs.,--,Southpaw,,M
Iliarde Santos,5' 5",125 lbs.,67",Orthodox,1980-09-25,M
Leonardo Santos,6' 0",155 lbs.,75",Orthodox,1980-02-05,M
Thiago Santos,6' 2",205 lbs.,76",Orthodox,1984-01-07,M
Bruno Santos,5' 9",185 lbs.,--,Orthodox,1987-07-17,M
Andre Santos,6' 0",170 lbs.,--,,,M
Gleristone Santos,5' 9",145 lbs.,--,,1988-08-20,M
